Date,Time,Weather,Temp,Rain,Cloud,Pressure,Wind
2023-01-10,09:00,patchy rain possible,-1.1776119373139187,0.4225070874179878,1.4121810803556922,1.3784882073932578,0.6841831779030835
2023-01-10,12:00,patchy rain possible,-1.1776119373139187,1.0225710644813601,1.4121810803556922,1.2161581216740125,0.6841831779030835
2023-01-10,15:00,patchy rain possible,-1.1776119373139187,1.6145949806123285,1.4121810803556922,0.7291678645162764,0.6841831779030835
2023-01-10,18:00,patchy rain possible,-1.1776119373139187,1.6145949806123285,1.4121810803556922,0.8914979502355217,0.15492168344536034
2023-01-10,21:00,patchy rain possible,-1.1776119373139187,1.0225710644813601,1.4121810803556922,1.2161581216740125,-0.25216761185857367
2023-01-11,00:00,patchy rain possible,-1.1776119373139187,1.6145949806123285,1.4121810803556922,1.0538280359547672,-0.042052241693733276
2023-01-11,03:00,heavy rain at times,-1.1776119373139187,2.057892225248461,1.4121810803556922,0.7291678645162764,-0.25216761185857367
2023-01-11,06:00,moderate rain at times,-1.1776119373139187,1.9797170880909376,1.4121810803556922,0.7291678645162764,-0.042052241693733276
2023-01-11,09:00,moderate rain at times,-0.9735667798642846,1.8631357028145055,1.4121810803556922,1.0538280359547672,-0.25216761185857367
2023-01-11,12:00,patchy rain possible,-0.9735667798642846,1.6145949806123285,1.4121810803556922,0.8914979502355217,-0.042052241693733276
2023-01-11,15:00,patchy rain possible,-0.9735667798642846,1.6145949806123285,1.4121810803556922,0.40450769307778556,-0.042052241693733276
2023-01-11,18:00,patchy rain possible,-0.9735667798642846,0.4225070874179878,1.2644503927028592,0.5668377787970309,-0.25216761185857367
2023-01-11,21:00,patchy rain possible,-0.9735667798642846,0.4225070874179878,1.205358117641726,0.7291678645162764,-1.2902823028995012
2023-01-12,00:00,patchy rain possible,-1.1776119373139187,1.3858892729795298,1.0871735675194596,0.5668377787970309,-2.532093344426085
2023-01-12,03:00,moderate rain at times,-1.1776119373139187,1.763437226806119,1.4121810803556922,0.40450769307778556,-0.9911640853188936
2023-01-12,06:00,patchy rain possible,-1.1776119373139187,1.3858892729795298,1.3235426677639923,0.40450769307778556,-1.6309417141990494
2023-01-12,09:00,heavy rain at times,-0.7695216224146506,2.057892225248461,0.28942785419416145,0.5668377787970309,-2.032069310399126
2023-01-12,12:00,heavy rain at times,-0.5654764649650166,2.0825134070522893,1.4121810803556922,0.24217760735854021,-0.47792383102854685
2023-01-12,15:00,patchy rain possible,-0.7695216224146506,1.0225710644813601,0.08260489148019524,-0.24481264979919592,0.15492168344536034
2023-01-12,18:00,partly cloudy,-0.7695216224146506,-0.6153262915551656,-0.3605871714783037,-0.24481264979919592,-0.25216761185857367
2023-01-12,21:00,partly cloudy,-0.7695216224146506,-0.6153262915551656,-0.39013330900887033,0.07984752163929483,-0.25216761185857367
2023-01-13,00:00,partly cloudy,-1.1776119373139187,-0.6153262915551656,-0.41967944653943695,0.07984752163929483,-1.2902823028995012
2023-01-13,03:00,partly cloudy,-1.3816570947635527,-0.6153262915551656,-0.715140821845103,-0.24481264979919592,-0.9911640853188936
