unique_id,ds,DLinear
temp_series,2025-06-28 06:00:00,-0.31058735
temp_series,2025-06-28 09:00:00,0.260021
temp_series,2025-06-28 12:00:00,0.7258489
temp_series,2025-06-28 15:00:00,0.59772235
temp_series,2025-06-28 18:00:00,-0.09124703
temp_series,2025-06-28 21:00:00,-0.28206456
temp_series,2025-06-29 00:00:00,-0.46128133
temp_series,2025-06-29 03:00:00,-0.36491892
