,unique_id,ds,DLinear
0,temp_series,2025-06-03 15:00:00,1.5199542
1,temp_series,2025-06-03 18:00:00,1.0536978
2,temp_series,2025-06-03 21:00:00,0.792143
3,temp_series,2025-06-04 00:00:00,0.45921582
4,temp_series,2025-06-04 03:00:00,0.21956936
5,temp_series,2025-06-04 06:00:00,0.101180315
6,temp_series,2025-06-04 09:00:00,0.8980764
7,temp_series,2025-06-04 12:00:00,1.4759021
